sku,match_name,youtube_id,timestamp_seconds,division_id
RE-V5RC-25-0165,Q116,k5bKDk28BQ8,6000,1
RE-V5RC-25-0165,Q117,k5bKDk28BQ8,6167,1
RE-V5RC-25-0165,Q118,k5bKDk28BQ8,6335,1
RE-V5RC-25-0165,Q119,k5bKDk28BQ8,6713,1
RE-V5RC-25-0165,Q120,k5bKDk28BQ8,6901,1
RE-V5RC-25-0165,Q121,k5bKDk28BQ8,7076,1
RE-V5RC-25-0165,Q122,k5bKDk28BQ8,7232,1
RE-V5RC-25-0165,Q123,k5bKDk28BQ8,7391,1
RE-V5RC-25-0165,Q124,k5bKDk28BQ8,7585,1
RE-V5RC-25-0165,Q125,k5bKDk28BQ8,7755,1
RE-V5RC-25-0165,Q126,k5bKDk28BQ8,7910,1
RE-V5RC-25-0165,Q127,k5bKDk28BQ8,8083,1
RE-V5RC-25-0165,Q128,k5bKDk28BQ8,8244,1
RE-V5RC-25-0165,Q129,k5bKDk28BQ8,8410,1
RE-V5RC-25-0165,Q130,k5bKDk28BQ8,8612,1
RE-V5RC-25-0165,Q131,k5bKDk28BQ8,8816,1
RE-V5RC-25-0165,Q132,k5bKDk28BQ8,9011,1
RE-V5RC-25-0165,Q133,k5bKDk28BQ8,9179,1
RE-V5RC-25-0165,Q134,k5bKDk28BQ8,9332,1
RE-V5RC-25-0165,Q135,k5bKDk28BQ8,9509,1
RE-V5RC-25-0165,Q136,k5bKDk28BQ8,9699,1
RE-V5RC-25-0165,1-1,k5bKDk28BQ8,17306,1
RE-V5RC-25-0165,2-1,k5bKDk28BQ8,17569,1
RE-V5RC-25-0165,3-1,k5bKDk28BQ8,17760,1
RE-V5RC-25-0165,4-1,k5bKDk28BQ8,17979,1
RE-V5RC-25-0165,1-1,k5bKDk28BQ8,18361,1
RE-V5RC-25-0165,2-1,k5bKDk28BQ8,18844,1
RE-V5RC-25-0165,F1-1,k5bKDk28BQ8,19683,1
RE-V5RC-25-0165,F1-2,k5bKDk28BQ8,20699,1
RE-V5RC-25-0165,16-1-1,k5bKDk28BQ8,15679,1
RE-V5RC-25-0165,16-2-1,k5bKDk28BQ8,15871,1
RE-V5RC-25-0165,16-3-1,k5bKDk28BQ8,16070,1
RE-V5RC-25-0165,16-4-1,k5bKDk28BQ8,16260,1
RE-V5RC-25-0165,16-5-1,k5bKDk28BQ8,16465,1
RE-V5RC-25-0165,16-6-1,k5bKDk28BQ8,16667,1
RE-V5RC-25-0165,16-7-1,k5bKDk28BQ8,16889,1
RE-V5RC-25-0165,16-8-1,k5bKDk28BQ8,17086,1
